OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,SHAPE_Length,SHAPE_Area
111,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{8C9D4514-0146-40A9-807F-6381EED4054A},93,CLBA,Lands - http://landsnet.nps.gov/tractsnet/documents/CLBA/Metadata/clba_metadata.xml,Clara Barton National Historic Site,2008/11/17 00:00:00+00,MD,NC,"2733426",National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048149,Clara Barton,1017.11159189941,55817.2532099335
112,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{4C4DF9F4-8517-4DA4-8307-142644B67C78},94,BEPA,Lands - http://landsnet.nps.gov/tractsnet/documents/BEPA/Metadata/bepa_metadata.xml,Belmont-Paul Women's Equality National Monument,2016/09/13 00:00:00+00,DC,NC,"2781517",National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235426,Belmont-Paul Women's Equality,192.515500185095,2306.45870929892
113,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{7E63AAAC-C951-49C9-B49E-1AE404504F24},95,FOWA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOWA/Metadata/fowa_metadata.xml,Fort Washington Park,2023/03/14 16:28:58+00,MD,NC,"597426",Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048158,Fort Washington,7194.4480342705,2301943.23811227
114,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{1EDDB083-48B0-44E8-9B3E-1F8417463816},96,LYBA,Lands - http://landsnet.nps.gov/tractsnet/documents/LYBA/Metadata/lyba_metadata.xml,Lyndon Baines Johnson Memorial Grove on the Potomac,2020/05/20 00:00:00+00,DC,NC,"530776",National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048177,Lyndon Baines Johnson Memorial Grove,2032.37385448097,120867.495729805
115,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{47D4D010-A5E1-4B9B-8779-EA7774DC33FE},97,MALL,Lands - http://landsnet.nps.gov/tractsnet/documents/MALL/Metadata/mall_metadata.xml,National Mall,2011/10/06 00:00:00+00,DC,NC,"2733438",Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181133,National Mall,5178.95291391885,1154397.71104849
116,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{1F7DE161-E666-4163-AE2B-D6FACF68B7A1},98,GREE,Lands - http://landsnet.nps.gov/tractsnet/documents/GREE/Metadata/gree_metadata.xml,Greenbelt Park,2021/03/03 00:00:00+00,MD,NC,"597496",Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048160,Greenbelt,22476.1836868301,7707043.55144369
117,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{BD75A7AB-7DEE-456E-95F3-B8D018957BC2},99,ROCR,Lands - http://landsnet.nps.gov/tractsnet/documents/ROCR/Metadata/rocr_metadata.xml,Rock Creek Park,2019/05/30 00:00:00+00,DC,NC,"530563",Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2244324,Rock Creek Park,26892.2786599303,11722714.8672835
118,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{68993812-5475-44E6-8642-3268AD311949},100,PAAV,Lands - http://landsnet.nps.gov/tractsnet/documents/PAAV/Metadata/paav_metadata.xml,Pennsylvania Avenue National Historic Site,2016/09/13 00:00:00+00,DC,NC,"2733439",National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208015,Pennsylvania Avenue,10722.6309353038,124211.7046403
119,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{38B69D71-4625-40B5-8C13-7C0A4810C7BC},101,ANTI,Lands - http://landsnet.nps.gov/tractsnet/documents/ANTI/Metadata/anti_metadata.xml,Antietam National Battlefield,2023/09/15 12:54:13+00,MD,NC,"589057",National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048139,Antietam,34457.296779677,22204814.1336163
120,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{B8A7B037-775A-46A0-933A-84AB7EB792E6},102,CHOH,Lands - http://landsnet.nps.gov/tractsnet/documents/CHOH/Metadata/choh_metadata.xml,Chesapeake and Ohio Canal National Historical Park,2024/03/19 00:00:00+00,DC,NC,"583731",National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2253816,Chesapeake and Ohio Canal,888715.983841959,140220474.332802
121,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{730F2567-40BE-4C06-B0A0-55EEB0D4D89E},104,MABE,Lands - http://landsnet.nps.gov/tractsnet/documents/MABE/Metadata/mabe_metadata.xml,Mary McLeod Bethune Council House National Historic Site,2006/09/21 00:00:00+00,DC,NC,"2733422",National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048178,Mary McLeod Bethune Council House,130.842640261572,532.554292688483
122,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{357B43D9-EBC4-4400-B41B-DF465E9CFDCC},106,CATO,Lands - http://landsnet.nps.gov/tractsnet/documents/CATO/Metadata/cato_metadata.xml,Catoctin Mountain Park,2022/01/26 00:00:00+00,MD,NC,"583623",Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166419,Catoctin Mountain,51486.9063252559,39359346.8821515
123,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{C83B87DC-8C9D-4ADE-B2CE-09434564E024},107,GWMP,Lands - http://landsnet.nps.gov/tractsnet/documents/GWMP/Metadata/gwmp_metadata.xml,George Washington Memorial Parkway,2023/09/15 16:59:57+00,MD,NC,"584569",Parkway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048162,George Washington,313357.571349699,44162529.7695008
124,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{1AAFF1E3-E25F-4D66-9FC3-54C9133F8ED7},108,ARHO,Lands - http://landsnet.nps.gov/tractsnet/documents/ARHO/Metadata/arho_metadata.xml,"Arlington House, The Robert E. Lee Memorial",2021/01/22 00:00:00+00,VA,NC,"1888900",National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048142,"Arlington House, The Robert E. Lee Memorial",2501.22901419612,114601.207720316
125,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{E5B727DD-688A-44DF-9CCA-0C32BB20B490},109,THIS,Lands - http://landsnet.nps.gov/tractsnet/documents/THIS/Metadata/this_metadata.xml,Theodore Roosevelt Island,2005/05/31 00:00:00+00,DC,NC,"2733420",National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048191,Theodore Roosevelt Island,4107.77835572407,670314.073010405
126,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{BFE62011-5D25-4419-A301-1F6BC4DAAC36},110,MANA,Lands - http://landsnet.nps.gov/tractsnet/documents/MANA/Metadata/mana_metadata.xml,Manassas National Battlefield Park,2024/09/11 00:00:00+00,VA,NC,"1470042",National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048179,Manassas,72208.6818769711,33888989.873183
127,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{0439A9C8-45EA-479C-964E-C5154DC0335F},111,WWII,Lands - http://landsnet.nps.gov/tractsnet/documents/WWII/Metadata/wwii_metadata.xml,World War II Memorial,2011/11/03 00:00:00+00,DC,NC,"1989142",National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181142,World War II Memorial,1049.68370450181,57408.376783478
128,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{F5173690-EDD7-47D1-B235-4A40BAFE310C},112,FRDE,Lands - http://landsnet.nps.gov/tractsnet/documents/FRDE/Metadata/frde_metadata.xml,Franklin Delano Roosevelt Memorial,2020/05/20 00:00:00+00,DC,NC,"1877541",National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181122,Franklin Delano Roosevelt,1305.8434783867,54428.2771332062
129,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{73812D25-76E8-4F34-AB31-4C8AD48686BD},113,FOTH,Lands - http://landsnet.nps.gov/tractsnet/documents/FOTH/Metadata/foth_metadata.xml,Ford's Theatre National Historic Site,2006/09/21 00:00:00+00,DC,NC,"530748",National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048156,Ford's Theatre,298.369046693771,2010.95638286118
130,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{C493A63A-4C4C-4B77-9A83-9271BA8907EA},114,JEFM,Lands - http://landsnet.nps.gov/tractsnet/documents/JEFM/Metadata/jefm_metadata.xml,Thomas Jefferson Memorial,2009/11/06 00:00:00+00,DC,NC,"530557",National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049278,Thomas Jefferson Memorial,1943.24622489741,131694.976263483
131,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{5AE63759-E7C9-4C22-9B34-6E68ABB446DF},115,LINC,Lands - http://landsnet.nps.gov/tractsnet/documents/LINC/Metadata/linc_metadata.xml,Lincoln Memorial,2011/11/04 00:00:00+00,DC,NC,"531835",National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181132,Lincoln,785.315592479955,48757.2810943358
132,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{FFCE96B0-A071-4094-BF7E-A8B7021FA5A5},116,WAMO,Lands - http://landsnet.nps.gov/tractsnet/documents/WAMO/Metadata/wamo_metadata.xml,Washington Monument,2009/11/06 00:00:00+00,DC,NC,"531850",National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049241,Washington Monument,4277.12051706059,698443.193524915
133,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{8D096B85-DDF5-4472-AA7F-E7A8CC5FD151},117,KOWA,Lands - http://landsnet.nps.gov/tractsnet/documents/KOWA/Metadata/kowa_metadata.xml,Korean War Veterans Memorial,2011/11/03 00:00:00+00,DC,NC,"1985525",National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181130,Korean War Veterans,511.950673057315,10418.4064382231
134,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{1122B4E1-08CE-4ED5-A674-C31B52D185CB},118,PISC,Lands - http://landsnet.nps.gov/tractsnet/documents/PISC/Metadata/pisc_metadata.xml,Piscataway Park,2024/05/16 00:00:00+00,MD,NC,"1676813",Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048186,Piscataway,42735.9765725343,30633450.3362352
135,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{74284475-8DBA-4CC2-BC8D-A17CDBC85E6E},119,FRDO,Lands - http://landsnet.nps.gov/tractsnet/documents/FRDO/Metadata/frdo_metadata.xml,Frederick Douglass National Historic Site,2017/03/21 00:00:00+00,DC,NC,"2733423",National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048159,Frederick Douglass,1101.375343924,56143.0644750561
136,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{06D0D5CE-4FA4-4932-9164-A01177CAEEEA},120,CAWO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAWO/Metadata/cawo_metadata.xml,Carter G. Woodson Home National Historic Site,2006/03/22 00:00:00+00,DC,NC,"2085144",National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048147,Carter G. Woodson Home,155.437005455564,1273.03456046263
137,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{0FD51819-E28B-422E-B5B6-1B5D00A40BFF},121,MONO,Lands - http://landsnet.nps.gov/tractsnet/documents/MONO/Metadata/mono_metadata.xml,Monocacy National Battlefield,2023/12/18 00:00:00+00,MD,NC,"588388",National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048181,Monocacy,24375.3432812581,10995173.2050775
138,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{7850479B-7BAF-4EBB-9D79-16CC788CC437},123,VIVE,Lands - http://landsnet.nps.gov/tractsnet/documents/VIVE/Metadata/vive_metadata.xml,Vietnam Veterans Memorial,2011/11/03 00:00:00+00,DC,NC,"531832",National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181139,Vietnam Veterans,519.101130017737,14616.5408185834
139,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{60E021A6-ADB1-4575-A270-20B3E84AC04E},124,COGA,Lands - http://landsnet.nps.gov/tractsnet/documents/COGA/Metadata/coga_metadata.xml,Constitution Gardens,2011/11/03 00:00:00+00,DC,NC,"530610",Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181119,Constitution Gardens,3334.102039324,285615.662214097
140,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{B67C7DA6-DBD2-4E4D-945E-83C3C4E0D34F},125,WOTR,Lands - http://landsnet.nps.gov/tractsnet/documents/WOTR/Metadata/wotr_metadata.xml,Wolf Trap National Park for the Performing Arts,2023/06/16 15:20:06+00,VA,NC,"1888974",Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048198,Wolf Trap NP for the Performing Arts,5957.31343415194,897748.516930684
141,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{131E0389-BA79-49B2-9FC9-602F394A8776},126,WHHO,Lands - http://landsnet.nps.gov/tractsnet/documents/WHHO/Metadata/whho_metadata.xml,White House,2010/05/28 00:00:00+00,DC,NC,"2733430",Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165312,President's Park (White House),1366.08911051861,122787.858958878
142,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{82822BAB-1A63-4994-BBBE-D2CEDFB2FD58},127,FLNI,Lands - http://landsnet.nps.gov/tractsnet/documents/FLNI/Metadata/flni_metadata.xml,Flight 93 National Memorial,2013/02/05 00:00:00+00,PA,NE,"1986830",National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194468,Flight 93,23713.442823534,15660815.1736491
143,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{7516567E-D02E-430D-80CB-DB47929E5466},128,ALPO,Lands - http://landsnet.nps.gov/tractsnet/documents/ALPO/Metadata/alpo_metadata.xml,Allegheny Portage Railroad National Historic Site,2024/01/04 00:00:00+00,PA,NE,"1214216",National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2215968,Allegheny Portage Railroad,56798.5872256107,8773063.83479305
144,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{C2909693-4CA1-4F5D-96F8-987C03823DC6},129,FONE,Lands - http://landsnet.nps.gov/tractsnet/documents/FONE/Metadata/fone_metadata.xml,Fort Necessity National Battlefield,2013/09/24 00:00:00+00,PA,NE,"1193713",National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208012,Fort Necessity,18001.8090682772,6290267.14521876
145,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{365E62C5-DBDD-4C48-BBFC-C0D986C9AA94},130,JOFL,Lands - http://landsnet.nps.gov/tractsnet/documents/JOFL/Metadata/jofl_metadata.xml,Johnstown Flood National Memorial,2012/08/28 00:00:00+00,PA,NE,"1200751",National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188827,Johnstown Flood,8381.7616321385,1253202.75636038
146,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{D8923DFE-115E-455E-998E-FDD465445028},133,APCO,Lands - http://landsnet.nps.gov/tractsnet/documents/APCO/Metadata/apco_metadata.xml,Appomattox Court House National Historical Park,2010/10/07 00:00:00+00,VA,NE,"1462531",National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166449,Appomattox Court House,29122.1640124448,11419907.2026341
147,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{9EC0A29C-22D5-4C87-93EC-25857B62A797},134,ASIS,Lands - http://landsnet.nps.gov/tractsnet/documents/ASIS/Metadata/asis_metadata.xml,Assateague Island National Seashore,2024/03/08 00:00:00+00,MD,NE,"589056",National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2301702,Assateague Island,176076.527932276,318765250.711567
148,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{68F5197B-D224-4AAE-8929-4D706C0E4CF7},135,BLUE,Unofficial Boundary of Bluestone National Scenic River.,Bluestone National Scenic River,2013/12/18 00:00:00+00,WV,NE,"1877617",National Wild & Scenic River,Region,Preliminary data. Contact the Land Resources Program for additional information.,Bluestone,59931.2267594926,27851054.6496024
149,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{4D50F009-1109-44F0-A6C8-94752E470964},136,BOWA,Lands - http://landsnet.nps.gov/tractsnet/documents/BOWA/Metadata/bowa_metadata.xml,Booker T. Washington National Monument,2010/06/07 00:00:00+00,VA,NE,"1477005",National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165302,Booker T Washington,8349.6150556682,1555430.52509112
150,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{0CD5412B-E33B-4C17-BF51-ECC59E6205EC},138,COLO,Lands - http://landsnet.nps.gov/tractsnet/documents/COLO/Metadata/colo_metadata.xml,Colonial National Historical Park,2019/06/30 00:00:00+00,VA,NE,"1478412",National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2264898,Colonial,215325.713982903,54414975.3394868
151,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{78559D3E-1F2D-4E20-8A8D-6B6F4A9BFA66},140,DEWA,Unofficial Boundary of Delaware Water Gap National Recreation Area.,Delaware Water Gap National Recreation Area,2018/05/25 00:00:00+00,NJ,NE,"1193711",National Recreation Area,Region,Preliminary data. Contact the Land Resources Program for additional information.,Delaware Water Gap,623859.804656396,492233830.729154
152,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{9A7BD63D-F8B6-4AE0-9611-2AA940185E46},141,EDAL,Lands - http://landsnet.nps.gov/tractsnet/documents/EDAL/Metadata/edal_metadata.xml,Edgar Allan Poe National Historic Site,2009/03/17 00:00:00+00,PA,NE,"1888911",National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048151,Edgar Allan Poe,281.411364839078,3603.23285465261
153,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{27774E9A-0948-41B6-832B-D460BB49FCBE},142,DELA,Unofficial Boundary of Middle Delaware National Scenic River.,Middle Delaware National Scenic River,2018/10/17 00:00:00+00,NJ,NE,need,National Wild & Scenic River,Region,Preliminary data. Contact the Land Resources Program for additional information.,Delaware,242145.033779745,19974061.1456986
154,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{8745FD34-46B6-49A5-B19A-E09857CB2CAF},143,FOMC,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMC/Metadata/fomc_metadata.xml,Fort McHenry National Monument and Historic Shrine,2012/01/13 00:00:00+00,MD,NE,"595218",National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210703,Fort McHenry,2454.0100465059,315838.462612742
155,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{28057AAE-1E9F-489D-A578-43AC629278EB},144,GARI,Lands - https://landsnet.nps.gov/tractsnet/documents/GARI/Metadata/GARI_metadata.xml,Gauley River National Recreation Area,2022/12/31 11:02:15+00,WV,NE,"1741168",National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2300376,Gauley River,137751.950260492,72806850.2925274
156,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{F98C387E-284B-4FB3-AE0F-17042138F8D1},145,HAMP,Lands - http://landsnet.nps.gov/tractsnet/documents/HAMP/Metadata/hamp_metadata.xml,Hampton National Historic Site,2016/01/26 00:00:00+00,MD,NE,"584846",National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182232,Hampton,3921.10206911979,421003.348808857
157,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{C4455E6A-654C-4305-AD28-614F2E123301},146,FRHI,Lands - http://landsnet.nps.gov/tractsnet/documents/FRHI/Metadata/frhi_metadata.xml,Friendship Hill National Historic Site,2011/04/14 00:00:00+00,PA,NE,"1888922",National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171831,Friendship Hill,13931.3122923731,4631731.29511197
158,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{2E09AEEA-351B-44F2-B976-3096364C2037},147,FRSP,Lands - http://landsnet.nps.gov/tractsnet/documents/FRSP/Metadata/frsp_metadata.xml,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,2016/09/30 00:00:00+00,VA,NE,"1488838",National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235461,Fredericksburg & Spotsylvania,200634.441784437,60945548.8554761
159,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{94C1C79E-C28C-4A96-8D93-4507AF86FEC8},150,GETT,Lands - http://landsnet.nps.gov/tractsnet/documents/GETT/Metadata/gett_metadata.xml,Gettysburg National Military Park,2023/12/12 00:00:00+00,PA,NE,"1175577",National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2220221,Gettysburg,95111.2685688285,41659009.1222049
160,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{3ADB608B-B259-4C61-90BF-DAC38878095E},151,EISE,Lands - http://landsnet.nps.gov/tractsnet/documents/EISE/Metadata/eise_metadata.xml,Eisenhower National Historic Site,2013/07/08 00:00:00+00,PA,NE,"1888912",National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196717,Eisenhower,14050.0967774955,4756910.21021601
161,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{A8B00526-864D-49B7-AEBA-ACEB2406587B},152,HOFU,Lands - http://landsnet.nps.gov/tractsnet/documents/HOFU/Metadata/hofu_metadata.xml,Hopewell Furnace National Historic Site,2011/08/17 00:00:00+00,PA,NE,"1193717",National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180623,Hopewell Furnace,14014.7606840805,5895031.21869099
162,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{0EDF8DB4-90DE-4247-815A-F232CDECAE87},153,INDE,Lands - http://landsnet.nps.gov/tractsnet/documents/INDE/Metadata/inde_metadata.xml,Independence National Historical Park,2017/11/09 00:00:00+00,PA,NE,"1177725",National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249521,Independence,9431.15344436659,298507.430296412
163,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{E049F458-5A86-414E-921C-F227F65DC95A},154,THKO,Lands - http://landsnet.nps.gov/tractsnet/documents/THKO/Metadata/thko_metadata.xml,Thaddeus Kosciuszko National Memorial,2010/07/07 00:00:00+00,PA,NE,"1888966",National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165600,Thaddeus Kosciuszko,56.145369764688,192.984366419395
164,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{8F45D0AB-443A-47AA-A5B6-A53EA71DE372},157,PETE,Lands - http://landsnet.nps.gov/tractsnet/documents/PETE/Metadata/pete_metadata.xml,Petersburg National Battlefield,2024/03/11 00:00:00+00,VA,NE,"1498529",National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169676,Petersburg,194650.931426795,59819010.5051547
165,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{F3A4C6C0-2762-4A4D-B519-C3E9DE7435CA},158,NERI,Unofficial Boundary of New River Gorge National Park and Preserve.,New River Gorge National Park and Preserve,2013/12/18 00:00:00+00,WV,NE,"1877618",National Preserve,Region,Preliminary data. Contact the Land Resources Program for additional information.,New River Gorge,377213.330069842,466875555.135612
166,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{5E0F4C2B-C592-441C-995E-95DBAAEA418E},159,MAWA,Lands - http://landsnet.nps.gov/tractsnet/documents/MAWA/Metadata/mawa_metadata.xml,Maggie L. Walker National Historic Site,2011/11/30 00:00:00+00,VA,NE,"1780716",National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182230,Maggie L. Walker,549.226648819634,8394.59463249322
167,2025/01/14 11:11:11+00,NPS_WASO_LANDS,2025/01/14 11:11:11+00,NPS_WASO_LANDS,{57B92449-A35A-45B8-9DDC-60A40CDA5D39},160,RICH,Lands - http://landsnet.nps.gov/tractsnet/documents/RICH/Metadata/rich_metadata.xml,Richmond National Battlefield Park,2021/03/23 00:00:00+00,VA,NE,"1473199",National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223252,Richmond,176089.056619241,52827864.864075
